Sample index,Sample ID 1,Title,Result,Unit of Result,Data markings of Result,Creation time,Method name,T1.,Nominal.value,T1..1,Is.excluded,Method.type,Determination.type,Overall.result.state,sample
1,1,Absorbance wavelength 1,2.94607,A,NA,18/04/2023 13:07,UV5 Continuous for 8 Samples in Cuvette Changer,NA,NA,NA,FALSE,Fixed Wavelength,General,OK,WM_Adoed_02_10
1,1,Absorbance wavelength 1,2.91969,A,NA,18/04/2023 13:07,UV5 Continuous for 8 Samples in Cuvette Changer,NA,NA,NA,FALSE,Fixed Wavelength,General,OK,WM_Adoed_02_10
1,1,Absorbance wavelength 1,2.91177,A,NA,18/04/2023 13:08,UV5 Continuous for 8 Samples in Cuvette Changer,NA,NA,NA,FALSE,Fixed Wavelength,General,OK,WM_Adoed_02_10
1,1,Absorbance wavelength 1,2.98508,A,NA,18/04/2023 13:09,UV5 Continuous for 8 Samples in Cuvette Changer,NA,NA,NA,FALSE,Fixed Wavelength,General,OK,WM_Adoed_02_10
1,1,Absorbance wavelength 1,2.88465,A,NA,18/04/2023 13:09,UV5 Continuous for 8 Samples in Cuvette Changer,NA,NA,NA,FALSE,Fixed Wavelength,General,OK,WM_Adoed_02_10
2,2,Absorbance wavelength 1,3.02642,A,NA,18/04/2023 12:58,UV5 Continuous for 8 Samples in Cuvette Changer,NA,NA,NA,FALSE,Fixed Wavelength,General,OK,WM_Adoed_02_10
2,2,Absorbance wavelength 1,3.10472,A,NA,18/04/2023 12:59,UV5 Continuous for 8 Samples in Cuvette Changer,NA,NA,NA,FALSE,Fixed Wavelength,General,OK,WM_Adoed_02_10
2,2,Absorbance wavelength 1,3.08165,A,NA,18/04/2023 12:59,UV5 Continuous for 8 Samples in Cuvette Changer,NA,NA,NA,FALSE,Fixed Wavelength,General,OK,WM_Adoed_02_10
2,2,Absorbance wavelength 1,2.93532,A,NA,18/04/2023 13:00,UV5 Continuous for 8 Samples in Cuvette Changer,NA,NA,NA,FALSE,Fixed Wavelength,General,OK,WM_Adoed_02_10
2,2,Absorbance wavelength 1,2.9102,A,NA,18/04/2023 13:01,UV5 Continuous for 8 Samples in Cuvette Changer,NA,NA,NA,FALSE,Fixed Wavelength,General,OK,WM_Adoed_02_10
2,2,Absorbance wavelength 1,2.99645,A,NA,18/04/2023 13:01,UV5 Continuous for 8 Samples in Cuvette Changer,NA,NA,NA,FALSE,Fixed Wavelength,General,OK,WM_Adoed_02_10
2,2,Absorbance wavelength 1,2.92838,A,NA,18/04/2023 13:02,UV5 Continuous for 8 Samples in Cuvette Changer,NA,NA,NA,FALSE,Fixed Wavelength,General,OK,WM_Adoed_02_10
2,2,Absorbance wavelength 1,3.03753,A,NA,18/04/2023 13:03,UV5 Continuous for 8 Samples in Cuvette Changer,NA,NA,NA,FALSE,Fixed Wavelength,General,OK,WM_Adoed_02_10
2,2,Absorbance wavelength 1,3.04437,A,NA,18/04/2023 13:03,UV5 Continuous for 8 Samples in Cuvette Changer,NA,NA,NA,FALSE,Fixed Wavelength,General,OK,WM_Adoed_02_10
2,2,Absorbance wavelength 1,2.9713,A,NA,18/04/2023 13:04,UV5 Continuous for 8 Samples in Cuvette Changer,NA,NA,NA,FALSE,Fixed Wavelength,General,OK,WM_Adoed_02_10
2,2,Absorbance wavelength 1,2.92634,A,NA,18/04/2023 13:05,UV5 Continuous for 8 Samples in Cuvette Changer,NA,NA,NA,FALSE,Fixed Wavelength,General,OK,WM_Adoed_02_10
2,2,Absorbance wavelength 1,3.06987,A,NA,18/04/2023 13:05,UV5 Continuous for 8 Samples in Cuvette Changer,NA,NA,NA,FALSE,Fixed Wavelength,General,OK,WM_Adoed_02_10
2,2,Absorbance wavelength 1,2.98075,A,NA,18/04/2023 13:06,UV5 Continuous for 8 Samples in Cuvette Changer,NA,NA,NA,FALSE,Fixed Wavelength,General,OK,WM_Adoed_02_10
2,2,Absorbance wavelength 1,3.01382,A,NA,18/04/2023 13:07,UV5 Continuous for 8 Samples in Cuvette Changer,NA,NA,NA,FALSE,Fixed Wavelength,General,OK,WM_Adoed_02_10
2,2,Absorbance wavelength 1,2.9255,A,NA,18/04/2023 13:07,UV5 Continuous for 8 Samples in Cuvette Changer,NA,NA,NA,FALSE,Fixed Wavelength,General,OK,WM_Adoed_02_10
2,2,Absorbance wavelength 1,2.99678,A,NA,18/04/2023 13:08,UV5 Continuous for 8 Samples in Cuvette Changer,NA,NA,NA,FALSE,Fixed Wavelength,General,OK,WM_Adoed_02_10
2,2,Absorbance wavelength 1,2.97177,A,NA,18/04/2023 13:09,UV5 Continuous for 8 Samples in Cuvette Changer,NA,NA,NA,FALSE,Fixed Wavelength,General,OK,WM_Adoed_02_10
2,2,Absorbance wavelength 1,2.98112,A,NA,18/04/2023 13:09,UV5 Continuous for 8 Samples in Cuvette Changer,NA,NA,NA,FALSE,Fixed Wavelength,General,OK,WM_Adoed_02_10
3,3,Absorbance wavelength 1,2.97634,A,NA,18/04/2023 12:58,UV5 Continuous for 8 Samples in Cuvette Changer,NA,NA,NA,FALSE,Fixed Wavelength,General,OK,WM_Adoed_02_10
3,3,Absorbance wavelength 1,3.02028,A,NA,18/04/2023 12:59,UV5 Continuous for 8 Samples in Cuvette Changer,NA,NA,NA,FALSE,Fixed Wavelength,General,OK,WM_Adoed_02_10
3,3,Absorbance wavelength 1,2.99881,A,NA,18/04/2023 12:59,UV5 Continuous for 8 Samples in Cuvette Changer,NA,NA,NA,FALSE,Fixed Wavelength,General,OK,WM_Adoed_02_10
3,3,Absorbance wavelength 1,2.99831,A,NA,18/04/2023 13:00,UV5 Continuous for 8 Samples in Cuvette Changer,NA,NA,NA,FALSE,Fixed Wavelength,General,OK,WM_Adoed_02_10
3,3,Absorbance wavelength 1,2.91546,A,NA,18/04/2023 13:01,UV5 Continuous for 8 Samples in Cuvette Changer,NA,NA,NA,FALSE,Fixed Wavelength,General,OK,WM_Adoed_02_10
3,3,Absorbance wavelength 1,2.92065,A,NA,18/04/2023 13:01,UV5 Continuous for 8 Samples in Cuvette Changer,NA,NA,NA,FALSE,Fixed Wavelength,General,OK,WM_Adoed_02_10
3,3,Absorbance wavelength 1,2.92879,A,NA,18/04/2023 13:02,UV5 Continuous for 8 Samples in Cuvette Changer,NA,NA,NA,FALSE,Fixed Wavelength,General,OK,WM_Adoed_02_10
3,3,Absorbance wavelength 1,2.99561,A,NA,18/04/2023 13:03,UV5 Continuous for 8 Samples in Cuvette Changer,NA,NA,NA,FALSE,Fixed Wavelength,General,OK,WM_Adoed_02_10
3,3,Absorbance wavelength 1,2.95689,A,NA,18/04/2023 13:03,UV5 Continuous for 8 Samples in Cuvette Changer,NA,NA,NA,FALSE,Fixed Wavelength,General,OK,WM_Adoed_02_10
3,3,Absorbance wavelength 1,2.91071,A,NA,18/04/2023 13:04,UV5 Continuous for 8 Samples in Cuvette Changer,NA,NA,NA,FALSE,Fixed Wavelength,General,OK,WM_Adoed_02_10
3,3,Absorbance wavelength 1,3.00667,A,NA,18/04/2023 13:05,UV5 Continuous for 8 Samples in Cuvette Changer,NA,NA,NA,FALSE,Fixed Wavelength,General,OK,WM_Adoed_02_10
3,3,Absorbance wavelength 1,2.96868,A,NA,18/04/2023 13:05,UV5 Continuous for 8 Samples in Cuvette Changer,NA,NA,NA,FALSE,Fixed Wavelength,General,OK,WM_Adoed_02_10
3,3,Absorbance wavelength 1,2.83901,A,NA,18/04/2023 13:06,UV5 Continuous for 8 Samples in Cuvette Changer,NA,NA,NA,FALSE,Fixed Wavelength,General,OK,WM_Adoed_02_10
3,3,Absorbance wavelength 1,2.86718,A,NA,18/04/2023 13:07,UV5 Continuous for 8 Samples in Cuvette Changer,NA,NA,NA,FALSE,Fixed Wavelength,General,OK,WM_Adoed_02_10
3,3,Absorbance wavelength 1,2.92736,A,NA,18/04/2023 13:07,UV5 Continuous for 8 Samples in Cuvette Changer,NA,NA,NA,FALSE,Fixed Wavelength,General,OK,WM_Adoed_02_10
3,3,Absorbance wavelength 1,2.94434,A,NA,18/04/2023 13:08,UV5 Continuous for 8 Samples in Cuvette Changer,NA,NA,NA,FALSE,Fixed Wavelength,General,OK,WM_Adoed_02_10
3,3,Absorbance wavelength 1,2.92881,A,NA,18/04/2023 13:09,UV5 Continuous for 8 Samples in Cuvette Changer,NA,NA,NA,FALSE,Fixed Wavelength,General,OK,WM_Adoed_02_10
3,3,Absorbance wavelength 1,2.83411,A,NA,18/04/2023 13:09,UV5 Continuous for 8 Samples in Cuvette Changer,NA,NA,NA,FALSE,Fixed Wavelength,General,OK,WM_Adoed_02_10
4,4,Absorbance wavelength 1,2.92765,A,NA,18/04/2023 12:58,UV5 Continuous for 8 Samples in Cuvette Changer,NA,NA,NA,FALSE,Fixed Wavelength,General,OK,WM_Adoed_02_10
4,4,Absorbance wavelength 1,2.99555,A,NA,18/04/2023 12:58,UV5 Continuous for 8 Samples in Cuvette Changer,NA,NA,NA,FALSE,Fixed Wavelength,General,OK,WM_Adoed_02_10
4,4,Absorbance wavelength 1,3.02653,A,NA,18/04/2023 12:59,UV5 Continuous for 8 Samples in Cuvette Changer,NA,NA,NA,FALSE,Fixed Wavelength,General,OK,WM_Adoed_02_10
4,4,Absorbance wavelength 1,2.8891,A,NA,18/04/2023 12:59,UV5 Continuous for 8 Samples in Cuvette Changer,NA,NA,NA,FALSE,Fixed Wavelength,General,OK,WM_Adoed_02_10
4,4,Absorbance wavelength 1,2.98713,A,NA,18/04/2023 13:00,UV5 Continuous for 8 Samples in Cuvette Changer,NA,NA,NA,FALSE,Fixed Wavelength,General,OK,WM_Adoed_02_10
4,4,Absorbance wavelength 1,3.00629,A,NA,18/04/2023 13:01,UV5 Continuous for 8 Samples in Cuvette Changer,NA,NA,NA,FALSE,Fixed Wavelength,General,OK,WM_Adoed_02_10
4,4,Absorbance wavelength 1,3.04369,A,NA,18/04/2023 13:02,UV5 Continuous for 8 Samples in Cuvette Changer,NA,NA,NA,FALSE,Fixed Wavelength,General,OK,WM_Adoed_02_10
4,4,Absorbance wavelength 1,2.9669,A,NA,18/04/2023 13:02,UV5 Continuous for 8 Samples in Cuvette Changer,NA,NA,NA,FALSE,Fixed Wavelength,General,OK,WM_Adoed_02_10
4,4,Absorbance wavelength 1,2.96505,A,NA,18/04/2023 13:03,UV5 Continuous for 8 Samples in Cuvette Changer,NA,NA,NA,FALSE,Fixed Wavelength,General,OK,WM_Adoed_02_10
4,4,Absorbance wavelength 1,3.16521,A,NA,18/04/2023 13:04,UV5 Continuous for 8 Samples in Cuvette Changer,NA,NA,NA,FALSE,Fixed Wavelength,General,OK,WM_Adoed_02_10
4,4,Absorbance wavelength 1,3.01589,A,NA,18/04/2023 13:04,UV5 Continuous for 8 Samples in Cuvette Changer,NA,NA,NA,FALSE,Fixed Wavelength,General,OK,WM_Adoed_02_10
4,4,Absorbance wavelength 1,3.05538,A,NA,18/04/2023 13:05,UV5 Continuous for 8 Samples in Cuvette Changer,NA,NA,NA,FALSE,Fixed Wavelength,General,OK,WM_Adoed_02_10
4,4,Absorbance wavelength 1,2.96129,A,NA,18/04/2023 13:05,UV5 Continuous for 8 Samples in Cuvette Changer,NA,NA,NA,FALSE,Fixed Wavelength,General,OK,WM_Adoed_02_10
4,4,Absorbance wavelength 1,3.03923,A,NA,18/04/2023 13:06,UV5 Continuous for 8 Samples in Cuvette Changer,NA,NA,NA,FALSE,Fixed Wavelength,General,OK,WM_Adoed_02_10
4,4,Absorbance wavelength 1,2.9576,A,NA,18/04/2023 13:07,UV5 Continuous for 8 Samples in Cuvette Changer,NA,NA,NA,FALSE,Fixed Wavelength,General,OK,WM_Adoed_02_10
4,4,Absorbance wavelength 1,2.96083,A,NA,18/04/2023 13:07,UV5 Continuous for 8 Samples in Cuvette Changer,NA,NA,NA,FALSE,Fixed Wavelength,General,OK,WM_Adoed_02_10
4,4,Absorbance wavelength 1,2.98588,A,NA,18/04/2023 13:08,UV5 Continuous for 8 Samples in Cuvette Changer,NA,NA,NA,FALSE,Fixed Wavelength,General,OK,WM_Adoed_02_10
4,4,Absorbance wavelength 1,3.1105,A,NA,18/04/2023 13:09,UV5 Continuous for 8 Samples in Cuvette Changer,NA,NA,NA,FALSE,Fixed Wavelength,General,OK,WM_Adoed_02_10
4,4,Absorbance wavelength 1,2.93545,A,NA,18/04/2023 13:09,UV5 Continuous for 8 Samples in Cuvette Changer,NA,NA,NA,FALSE,Fixed Wavelength,General,OK,WM_Adoed_02_10
5,5,Absorbance wavelength 1,-0.00962,A,NA,18/04/2023 12:58,UV5 Continuous for 8 Samples in Cuvette Changer,NA,NA,NA,FALSE,Fixed Wavelength,General,OK,WM_Adoed_02_10
5,5,Absorbance wavelength 1,-0.01143,A,NA,18/04/2023 12:58,UV5 Continuous for 8 Samples in Cuvette Changer,NA,NA,NA,FALSE,Fixed Wavelength,General,OK,WM_Adoed_02_10
5,5,Absorbance wavelength 1,-0.00976,A,NA,18/04/2023 12:59,UV5 Continuous for 8 Samples in Cuvette Changer,NA,NA,NA,FALSE,Fixed Wavelength,General,OK,WM_Adoed_02_10
5,5,Absorbance wavelength 1,-0.00985,A,NA,18/04/2023 13:00,UV5 Continuous for 8 Samples in Cuvette Changer,NA,NA,NA,FALSE,Fixed Wavelength,General,OK,WM_Adoed_02_10
5,5,Absorbance wavelength 1,-0.01094,A,NA,18/04/2023 13:00,UV5 Continuous for 8 Samples in Cuvette Changer,NA,NA,NA,FALSE,Fixed Wavelength,General,OK,WM_Adoed_02_10
5,5,Absorbance wavelength 1,-0.01178,A,NA,18/04/2023 13:01,UV5 Continuous for 8 Samples in Cuvette Changer,NA,NA,NA,FALSE,Fixed Wavelength,General,OK,WM_Adoed_02_10
5,5,Absorbance wavelength 1,-0.00994,A,NA,18/04/2023 13:02,UV5 Continuous for 8 Samples in Cuvette Changer,NA,NA,NA,FALSE,Fixed Wavelength,General,OK,WM_Adoed_02_10
5,5,Absorbance wavelength 1,-0.01031,A,NA,18/04/2023 13:02,UV5 Continuous for 8 Samples in Cuvette Changer,NA,NA,NA,FALSE,Fixed Wavelength,General,OK,WM_Adoed_02_10
5,5,Absorbance wavelength 1,-0.00806,A,NA,18/04/2023 13:03,UV5 Continuous for 8 Samples in Cuvette Changer,NA,NA,NA,FALSE,Fixed Wavelength,General,OK,WM_Adoed_02_10
5,5,Absorbance wavelength 1,-0.00947,A,NA,18/04/2023 13:04,UV5 Continuous for 8 Samples in Cuvette Changer,NA,NA,NA,FALSE,Fixed Wavelength,General,OK,WM_Adoed_02_10
5,5,Absorbance wavelength 1,-0.00943,A,NA,18/04/2023 13:04,UV5 Continuous for 8 Samples in Cuvette Changer,NA,NA,NA,FALSE,Fixed Wavelength,General,OK,WM_Adoed_02_10
5,5,Absorbance wavelength 1,-0.01042,A,NA,18/04/2023 13:05,UV5 Continuous for 8 Samples in Cuvette Changer,NA,NA,NA,FALSE,Fixed Wavelength,General,OK,WM_Adoed_02_10
5,5,Absorbance wavelength 1,-0.00973,A,NA,18/04/2023 13:06,UV5 Continuous for 8 Samples in Cuvette Changer,NA,NA,NA,FALSE,Fixed Wavelength,General,OK,WM_Adoed_02_10
5,5,Absorbance wavelength 1,-0.01196,A,NA,18/04/2023 13:06,UV5 Continuous for 8 Samples in Cuvette Changer,NA,NA,NA,FALSE,Fixed Wavelength,General,OK,WM_Adoed_02_10
5,5,Absorbance wavelength 1,-0.0111,A,NA,18/04/2023 13:07,UV5 Continuous for 8 Samples in Cuvette Changer,NA,NA,NA,FALSE,Fixed Wavelength,General,OK,WM_Adoed_02_10
5,5,Absorbance wavelength 1,-0.00916,A,NA,18/04/2023 13:08,UV5 Continuous for 8 Samples in Cuvette Changer,NA,NA,NA,FALSE,Fixed Wavelength,General,OK,WM_Adoed_02_10
5,5,Absorbance wavelength 1,-0.01283,A,NA,18/04/2023 13:08,UV5 Continuous for 8 Samples in Cuvette Changer,NA,NA,NA,FALSE,Fixed Wavelength,General,OK,WM_Adoed_02_10
5,5,Absorbance wavelength 1,-0.00981,A,NA,18/04/2023 13:09,UV5 Continuous for 8 Samples in Cuvette Changer,NA,NA,NA,FALSE,Fixed Wavelength,General,OK,WM_Adoed_02_10
5,5,Absorbance wavelength 1,-0.01207,A,NA,18/04/2023 13:10,UV5 Continuous for 8 Samples in Cuvette Changer,NA,NA,NA,FALSE,Fixed Wavelength,General,OK,WM_Adoed_02_10
6,6,Absorbance wavelength 1,-0.04095,A,NA,18/04/2023 12:58,UV5 Continuous for 8 Samples in Cuvette Changer,NA,NA,NA,FALSE,Fixed Wavelength,General,OK,WM_Adoed_02_10
6,6,Absorbance wavelength 1,-0.04243,A,NA,18/04/2023 12:58,UV5 Continuous for 8 Samples in Cuvette Changer,NA,NA,NA,FALSE,Fixed Wavelength,General,OK,WM_Adoed_02_10
6,6,Absorbance wavelength 1,-0.0414,A,NA,18/04/2023 12:59,UV5 Continuous for 8 Samples in Cuvette Changer,NA,NA,NA,FALSE,Fixed Wavelength,General,OK,WM_Adoed_02_10
6,6,Absorbance wavelength 1,-0.03902,A,NA,18/04/2023 13:00,UV5 Continuous for 8 Samples in Cuvette Changer,NA,NA,NA,FALSE,Fixed Wavelength,General,OK,WM_Adoed_02_10
6,6,Absorbance wavelength 1,-0.03977,A,NA,18/04/2023 13:00,UV5 Continuous for 8 Samples in Cuvette Changer,NA,NA,NA,FALSE,Fixed Wavelength,General,OK,WM_Adoed_02_10
6,6,Absorbance wavelength 1,-0.04094,A,NA,18/04/2023 13:01,UV5 Continuous for 8 Samples in Cuvette Changer,NA,NA,NA,FALSE,Fixed Wavelength,General,OK,WM_Adoed_02_10
6,6,Absorbance wavelength 1,-0.04203,A,NA,18/04/2023 13:02,UV5 Continuous for 8 Samples in Cuvette Changer,NA,NA,NA,FALSE,Fixed Wavelength,General,OK,WM_Adoed_02_10
6,6,Absorbance wavelength 1,-0.04074,A,NA,18/04/2023 13:02,UV5 Continuous for 8 Samples in Cuvette Changer,NA,NA,NA,FALSE,Fixed Wavelength,General,OK,WM_Adoed_02_10
6,6,Absorbance wavelength 1,-0.03909,A,NA,18/04/2023 13:03,UV5 Continuous for 8 Samples in Cuvette Changer,NA,NA,NA,FALSE,Fixed Wavelength,General,OK,WM_Adoed_02_10
6,6,Absorbance wavelength 1,-0.03787,A,NA,18/04/2023 13:04,UV5 Continuous for 8 Samples in Cuvette Changer,NA,NA,NA,FALSE,Fixed Wavelength,General,OK,WM_Adoed_02_10
6,6,Absorbance wavelength 1,-0.03933,A,NA,18/04/2023 13:04,UV5 Continuous for 8 Samples in Cuvette Changer,NA,NA,NA,FALSE,Fixed Wavelength,General,OK,WM_Adoed_02_10
6,6,Absorbance wavelength 1,-0.03868,A,NA,18/04/2023 13:05,UV5 Continuous for 8 Samples in Cuvette Changer,NA,NA,NA,FALSE,Fixed Wavelength,General,OK,WM_Adoed_02_10
6,6,Absorbance wavelength 1,-0.03791,A,NA,18/04/2023 13:06,UV5 Continuous for 8 Samples in Cuvette Changer,NA,NA,NA,FALSE,Fixed Wavelength,General,OK,WM_Adoed_02_10
6,6,Absorbance wavelength 1,-0.03976,A,NA,18/04/2023 13:06,UV5 Continuous for 8 Samples in Cuvette Changer,NA,NA,NA,FALSE,Fixed Wavelength,General,OK,WM_Adoed_02_10
6,6,Absorbance wavelength 1,-0.03967,A,NA,18/04/2023 13:07,UV5 Continuous for 8 Samples in Cuvette Changer,NA,NA,NA,FALSE,Fixed Wavelength,General,OK,WM_Adoed_02_10
6,6,Absorbance wavelength 1,-0.03718,A,NA,18/04/2023 13:08,UV5 Continuous for 8 Samples in Cuvette Changer,NA,NA,NA,FALSE,Fixed Wavelength,General,OK,WM_Adoed_02_10
6,6,Absorbance wavelength 1,-0.03984,A,NA,18/04/2023 13:08,UV5 Continuous for 8 Samples in Cuvette Changer,NA,NA,NA,FALSE,Fixed Wavelength,General,OK,WM_Adoed_02_10
6,6,Absorbance wavelength 1,-0.03841,A,NA,18/04/2023 13:09,UV5 Continuous for 8 Samples in Cuvette Changer,NA,NA,NA,FALSE,Fixed Wavelength,General,OK,WM_Adoed_02_10
6,6,Absorbance wavelength 1,-0.04074,A,NA,18/04/2023 13:10,UV5 Continuous for 8 Samples in Cuvette Changer,NA,NA,NA,FALSE,Fixed Wavelength,General,OK,WM_Adoed_02_10
1,1,Absorbance wavelength 1,2.99721,A,NA,18/04/2023 13:19,UV5 Continuous for 8 Samples in Cuvette Changer,NA,NA,NA,FALSE,Fixed Wavelength,General,OK,WM_Adoed_02_20
1,1,Absorbance wavelength 1,2.88894,A,NA,18/04/2023 13:19,UV5 Continuous for 8 Samples in Cuvette Changer,NA,NA,NA,FALSE,Fixed Wavelength,General,OK,WM_Adoed_02_20
1,1,Absorbance wavelength 1,2.90789,A,NA,18/04/2023 13:20,UV5 Continuous for 8 Samples in Cuvette Changer,NA,NA,NA,FALSE,Fixed Wavelength,General,OK,WM_Adoed_02_20
1,1,Absorbance wavelength 1,2.85176,A,NA,18/04/2023 13:21,UV5 Continuous for 8 Samples in Cuvette Changer,NA,NA,NA,FALSE,Fixed Wavelength,General,OK,WM_Adoed_02_20
1,1,Absorbance wavelength 1,3.05253,A,NA,18/04/2023 13:21,UV5 Continuous for 8 Samples in Cuvette Changer,NA,NA,NA,FALSE,Fixed Wavelength,General,OK,WM_Adoed_02_20
1,1,Absorbance wavelength 1,2.79219,A,NA,18/04/2023 13:22,UV5 Continuous for 8 Samples in Cuvette Changer,NA,NA,NA,FALSE,Fixed Wavelength,General,OK,WM_Adoed_02_20
1,1,Absorbance wavelength 1,2.84828,A,NA,18/04/2023 13:22,UV5 Continuous for 8 Samples in Cuvette Changer,NA,NA,NA,FALSE,Fixed Wavelength,General,OK,WM_Adoed_02_20
1,1,Absorbance wavelength 1,2.83021,A,NA,18/04/2023 13:23,UV5 Continuous for 8 Samples in Cuvette Changer,NA,NA,NA,FALSE,Fixed Wavelength,General,OK,WM_Adoed_02_20
1,1,Absorbance wavelength 1,2.77137,A,NA,18/04/2023 13:24,UV5 Continuous for 8 Samples in Cuvette Changer,NA,NA,NA,FALSE,Fixed Wavelength,General,OK,WM_Adoed_02_20
1,1,Absorbance wavelength 1,2.82997,A,NA,18/04/2023 13:25,UV5 Continuous for 8 Samples in Cuvette Changer,NA,NA,NA,FALSE,Fixed Wavelength,General,OK,WM_Adoed_02_20
1,1,Absorbance wavelength 1,2.80414,A,NA,18/04/2023 13:25,UV5 Continuous for 8 Samples in Cuvette Changer,NA,NA,NA,FALSE,Fixed Wavelength,General,OK,WM_Adoed_02_20
1,1,Absorbance wavelength 1,2.73802,A,NA,18/04/2023 13:26,UV5 Continuous for 8 Samples in Cuvette Changer,NA,NA,NA,FALSE,Fixed Wavelength,General,OK,WM_Adoed_02_20
1,1,Absorbance wavelength 1,2.76698,A,NA,18/04/2023 13:27,UV5 Continuous for 8 Samples in Cuvette Changer,NA,NA,NA,FALSE,Fixed Wavelength,General,OK,WM_Adoed_02_20
1,1,Absorbance wavelength 1,2.76948,A,NA,18/04/2023 13:27,UV5 Continuous for 8 Samples in Cuvette Changer,NA,NA,NA,FALSE,Fixed Wavelength,General,OK,WM_Adoed_02_20
1,1,Absorbance wavelength 1,2.79568,A,NA,18/04/2023 13:28,UV5 Continuous for 8 Samples in Cuvette Changer,NA,NA,NA,FALSE,Fixed Wavelength,General,OK,WM_Adoed_02_20
1,1,Absorbance wavelength 1,2.70728,A,NA,18/04/2023 13:28,UV5 Continuous for 8 Samples in Cuvette Changer,NA,NA,NA,FALSE,Fixed Wavelength,General,OK,WM_Adoed_02_20
1,1,Absorbance wavelength 1,2.73812,A,NA,18/04/2023 13:29,UV5 Continuous for 8 Samples in Cuvette Changer,NA,NA,NA,FALSE,Fixed Wavelength,General,OK,WM_Adoed_02_20
1,1,Absorbance wavelength 1,2.65978,A,NA,18/04/2023 13:30,UV5 Continuous for 8 Samples in Cuvette Changer,NA,NA,NA,FALSE,Fixed Wavelength,General,OK,WM_Adoed_02_20
1,1,Absorbance wavelength 1,2.66392,A,NA,18/04/2023 13:30,UV5 Continuous for 8 Samples in Cuvette Changer,NA,NA,NA,FALSE,Fixed Wavelength,General,OK,WM_Adoed_02_20
2,2,Absorbance wavelength 1,3.03064,A,NA,18/04/2023 13:19,UV5 Continuous for 8 Samples in Cuvette Changer,NA,NA,NA,FALSE,Fixed Wavelength,General,OK,WM_Adoed_02_20
2,2,Absorbance wavelength 1,3.14296,A,NA,18/04/2023 13:19,UV5 Continuous for 8 Samples in Cuvette Changer,NA,NA,NA,FALSE,Fixed Wavelength,General,OK,WM_Adoed_02_20
2,2,Absorbance wavelength 1,2.96077,A,NA,18/04/2023 13:20,UV5 Continuous for 8 Samples in Cuvette Changer,NA,NA,NA,FALSE,Fixed Wavelength,General,OK,WM_Adoed_02_20
